x,y
2861.6591579361707,1935.7362988055338
2909.110931752416,1859.3203867378595
2886.86671922066,1892.0518771669038
2895.5043942079756,1886.6791942411232
2916.01938171744,1883.5650152625612
2914.506638842833,1883.7585882282106
1646.549015752006,1811.1040656777259
1653.4497180725816,1827.343566732856
1679.3993787739148,1835.0943694660396
1646.2924356950525,1828.4397776936805
1660.5799694131103,1837.518380446141
1672.1254190274947,1844.4618791636199
1676.4060535047022,1849.2622191351622
1643.4466214350596,1858.4775941718399
1635.7700220679685,1867.1844591649262
1650.771071271551,1867.5726971031727
1635.9160757831082,1865.0218641887677
1628.2559459769652,1891.1934754968395
1655.0705978212782,1894.4658376234024
1629.737481858322,1898.1576558716001
1653.0782291717765,1904.722907321599
1625.150557435491,1921.0324129368062
1641.3970940659378,1930.9270678900862
1616.5099610837822,1915.8122179420288
1635.1063812158357,1946.205975707665
1606.0012030998628,1937.1599912969546
1615.0792445632753,1968.6716011179567
1627.5847160339795,1997.511743729366
1609.4594902013507,1983.0550906930216
1655.5284054463227,2007.3973835766458
1592.5966404486167,1996.3178816307034
1623.8473003593515,2031.2991947276319
1600.327665680579,2018.4507151929272
1599.5669391132312,2050.3120897047033
18.906203377177007,1005.3471032921225
2.826198561815545,1042.4673778852448
26.976296458858997,1021.7971856845543
10.306292831664905,1060.8074736660346
32.886382984695956,1040.947290613316
18.376392839825712,1079.937572883442
43.18649740424007,1060.2473851302639
25.70649053680245,1099.9676796607673
49.356585583649576,1079.4074894478545
36.74661439959891,1121.1277839364484
55.70667233224958,1097.577587082982
27.906620006542653,1144.7279549352825
60.55674316873774,1113.2276727799326
50.67680136603303,1159.6979900225997
83.01692085433751,1127.5277044670656
80.05697751615662,1156.6278947833925
476.9746287720792,2469.4777528005684
486.35224748270144,2476.5723876103257
451.3686194110312,2516.1454223553596
477.02226975782463,2456.7629895541995
453.48033608294367,2494.232507428207
428.6504582970145,2496.7476046719485
421.72130161715506,2461.9723129720396
411.24712087019157,2522.565027374564
411.4469591786174,2449.927421848324
400.7874489024146,2488.8553253065215
379.0262829116491,2491.6447965384264
381.3467823627262,2449.7610540928126
361.22629825738807,2483.3705089328896
370.7116422701671,2441.9725390122885
349.77568220395324,2472.7938581458284
345.5779318692519,2456.1306205059113
311.9948485681717,2465.701740800201
1782.0897559903497,1890.8364870129467
1817.219216457613,1905.8451866827581
1770.5787855140843,1895.930893043262
1816.754845899301,1901.9434113622833
1768.1653894333128,1915.621542298356
1785.9570099751543,1903.7929500896487
1758.5879989888579,1916.5224046446124
1790.0009853690494,1924.7613086937383
1732.5331730190876,1961.9852884321474
1754.9608704609047,1951.2886913633542
1727.196004275719,1966.270875499581
1745.5910537318473,1986.1937544682373
1722.3594105036182,1995.3291376721093
1728.0979518948707,1979.2108059845746
1694.6430071620346,2006.3442118453713
1728.3180989675461,2027.166321810252
